"Item Label","URI","Citation URI","Project","Project URI","Context","Context [2]","Context [3]","Context [4]","Context [5]","Context [6]","Context [7]","Context URI","Latitude (WGS 84)","Longitude (WGS 84)","Early BCE/CE","Late BCE/CE","Item Category","icon","Thumbnail","Published Date","Updated Date","Consists of","Consists of [URI]","Consists of [cidoc-crm-p45-consists-of]","Consists of [cidoc-crm-p45-consists-of] [URI]","Has type","Has type [cidoc-crm-p2-has-type]","Has type [cidoc-crm-p2-has-type] [URI]","Object Type [24-object-type]","Has type [URI]","Creator","Creator [URI]","Fabric Category","Object Type","Fragment Noted","Object Type (notes)","Size","Condition","Description","Fabric Description","Has note","Local Grid (Y)","Object Master Grid"
"PC 19790105","http://opencontext.org/subjects/93ddc02a-58ae-4319-0b72-225d60543af0","https://n2t.net/ark:/28722/k2hm56j9c","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 23","1979, ID:92","","https://opencontext.org/subjects/3ecf9e3d-995b-4156-6ab7-87a8ba5bca99","43.1526767531171","11.40211145142538","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-19790105bwjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T08:41:12Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","spikes (fasteners)","","","","https://vocab.getty.edu/aat/300259446","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Fastener::Spike","false","Iron Spike","Max. Pres. Length 0.057 m","Broken off on both ends; shaft is corroded.","Iron spike with head missing preserves a square shaft tapering to a broken off tip.","Iron","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1979010500 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1979010500 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1979010500</a> </p>             </div>","FF","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>208.35</td>     <td>-57.309</td>     <td></td>     <td></td> </tr></tbody></table>"
"PC 20040119","http://opencontext.org/subjects/92ec7766-565f-42c5-6abc-5fa63bf31d29","https://n2t.net/ark:/28722/k2fq9v43w","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 37C","2004, ID:541","Locus 4","https://opencontext.org/subjects/664c9802-ac6d-40bf-931f-7d963aad0d8b","43.15275499635982","11.401355666178581","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20040119bjpg.jpg","2012-12-28T00:00:00Z","2024-02-01T02:32:32Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Unclassified / Debris / Misc.","true","Bronze Fragment","Max. Pres. Length 0.026 m, Max. Pres. Thickness 0.009 m, Min. Pres. Thickness 0.05 m","All surfaces are highly irregular and mottled in color due to corrosion and oxidation.","A bronze fragment, roughly circular in cross section, tapers in thickness from one end to the other.  It preserves a flatter, finished surface around approximately half of the circumference, and a pitted, irregular surface for the other half of the circumference.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2004011900 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2004011900 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2004011900</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>146.41</td>     <td>-53.1</td>     <td></td>     <td>27.13</td> </tr></tbody></table>"
"PC 19790076","http://opencontext.org/subjects/d2b9706e-614d-4cf1-f29f-781253edd0a0","https://n2t.net/ark:/28722/k2xs5pf2w","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Agger","Agger 11","1979, ID:268","","https://opencontext.org/subjects/f66635b3-323b-4cdd-b0b5-5f48adca46f1","43.15278669234677","11.401063545181175","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-19790076bwjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T08:11:04Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","strips (object genres)","","","","https://vocab.getty.edu/aat/300014683","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Shaped Object::Ribbon / Strip","false","Bronze Ribbon","Max. Pres. Length 0.041 m, Max. Pres. Width 0.008 m","Bronze ribbon is broken off on four sides and is badly corroded.","Ribbon of uneven surface preserves a single nail hole at one end.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1979007600 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1979007600 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1979007600</a> </p>             </div>","B","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>122.457</td>     <td>-51.312</td>     <td></td>     <td></td> </tr></tbody></table>"
"PC 20040093","http://opencontext.org/subjects/cb01afd6-5d98-48b1-0ce5-3eb4c34ac8c4","https://n2t.net/ark:/28722/k2x63g44q","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 37A","2004, ID:539","Locus 5","https://opencontext.org/subjects/894b1836-819c-40e1-a33e-520e43eb1ac4","43.15270074749882","11.401320016279707","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-20040093ajpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T15:08:15Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","rods (object genre)","","","","https://vocab.getty.edu/aat/300014669","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Shaped Object::Bar / Rod / Shaft","false","Iron Shaft","Max. Pres. Length 0.035 m, Max. Pres. Thickness 0.007 m, Min. Pres. Thickness 0.004 m","All surfaces are distorted due to corrosion and oxidation.","An iron shaft, roughly triangular in cross section, tapers in thickness from one end to the other.  The thicker end preserves a projecting nodule 0.008 m in max. pres. diameter.","Iron","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2004009300 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2004009300 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2004009300</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>143.96</td>     <td>-59.32</td>     <td></td>     <td></td> </tr></tbody></table>"
"PC 19950024","http://opencontext.org/subjects/0bfe7afb-3c0f-4c79-f1e5-16a04067ecd9","https://n2t.net/ark:/28722/k2qf8pj41","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 25","1995, ID:106","","https://opencontext.org/subjects/e9425f5e-9aec-43f0-e0a9-2d64f97f5d2a","43.15276651468924","11.401177595970786","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-19950024sideajpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-02-01T02:21:12Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Ornament::Unspecified / Misc.","false","Bronze File","","","","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1995002400 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1995002400 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1995002400</a> </p>             </div>","Y","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>131.872</td>     <td>-52.874</td>     <td></td>     <td></td> </tr></tbody></table>"
"PC 20090171","http://opencontext.org/subjects/3226b7b0-684f-4556-ef01-436995b8f6ed","https://n2t.net/ark:/28722/k2cn72x81","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 52","2009, ID:612","Locus 12","https://opencontext.org/subjects/97ea1ad8-81a6-48a5-a652-c3c0f67de273","43.152730710731625","11.401867711456024","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20090171jpg.jpg","2012-12-28T00:00:00Z","2024-01-31T03:33:17Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","fibulae","","","","https://vocab.getty.edu/aat/300209303","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Costume, Accessories::Fibula","true","Bronze Fibula Fragments","Bow Fragment: Max. Pres. Length 0.037 m, Max. Pres. Width of Catchplate 0.005 m, Max. Pres. Width of Bow 0.004 m  Coil Fragment: Max. Pres. Length 0.015 m, Max. Pres. Width of Coil 0.005 m","Surfaces of both fragments are worn, cracked, pitted, encrusted, and distorted in color due to corrosion and oxidation; fragments do not join.","Bronze fibula fragments include one fragment composed of a flat, thin catchplate with a small portion of the rounded edge and a flattened arc, as well as the coil, rounded three times.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2009017100 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2009017100 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2009017100</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>188.14</td>     <td>-52.77</td>     <td></td>     <td>26.83</td> </tr></tbody></table>"
"PC 20040041","http://opencontext.org/subjects/4ee51593-83ec-4cac-6047-d81528760362","https://n2t.net/ark:/28722/k22f7pq40","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 37C","2004, ID:541","Locus 4","https://opencontext.org/subjects/664c9802-ac6d-40bf-931f-7d963aad0d8b","43.15276017119009","11.401370368508804","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20040041bjpg.jpg","2012-12-28T00:00:00Z","2024-01-31T13:28:37Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Unclassified / Debris / Misc.","true","Bronze Fragment","Max. Pres. Diameter 0.030 m, Max. Pres. Thickness 0.013 m","All surfaces are heavily encrusted and distorted due to corrosion and oxidation.","A semi-circular bronze fragment preserves one flatter, slightly convex surface and one very irregular surface.  Around the circumference are portions of numerous projecting nodules of varying size, spaced evenly.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2004004100 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2004004100 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2004004100</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>147.56</td>     <td>-52.44</td>     <td></td>     <td></td> </tr></tbody></table>"
"VdM20060185","http://opencontext.org/subjects/21b43150-6b6f-43b7-bf5b-3df404f7ef26","https://n2t.net/ark:/28722/k2280512g","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Vescovado di Murlo","Upper Vescovado","Vescoavdo 6","2006, ID:583","Locus 7","https://opencontext.org/subjects/3a818b3f-e35d-45e5-bfd4-43e609cd797b","43.17112242628853","11.391120907000458","-535","-50","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-20060185slagjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T07:10:11Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","","","","","","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Unclassified / Debris / Misc.","true","Iron Slag Fragment","Max. Pres. Length 0.035 m, Max. Pres. Width 0.031 m, Max. Pres. Thickness 0.027 m","All surfaces are irregular, worn, pitted, encrusted, and mottled in color due to corrosion and oxidation.","An amorphous lump of iron slag is preserved.","Iron","","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>-1.37</td>     <td>-12.85</td>     <td></td>     <td></td> </tr></tbody></table>"
"PC 19710270","http://opencontext.org/subjects/2fb3e227-aaa8-4761-d287-9f603b259be6","https://n2t.net/ark:/28722/k2qr57k3k","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro Rectangle","Tesoro Rectangle 8","1971, ID:286","","https://opencontext.org/subjects/f81f3432-2a5c-40e4-ce78-b40e4be7a3f7","43.153343041933496","11.401380434170513","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-19710270bwjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T18:14:04Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","strips (object genres)","","","","https://vocab.getty.edu/aat/300014683","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Shaped Object::Ribbon / Strip","true","Bronze Ribbon Handle, Fragment","Max. Pres. Length 0.057 m, Max. Pres. Height 0.023 m, Max. Pres. Width 0.015 m, Max. Pres. Thickness 0.002 m","Broken at end; corroded.","Fragment of bronze ribbon handle, bent to form loop, with holes for two bronze nail attachments; preserves one nail.  Bronze ribbon has raised, fluted ridge running down the center.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1971027000 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1971027000 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1971027000</a> </p>             </div>","B","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>143.628</td>     <td>12.191</td>     <td></td>     <td></td> </tr></tbody></table>"
"PC 19810207","http://opencontext.org/subjects/122e6737-1e29-463e-fb84-18945c1c36ba","https://n2t.net/ark:/28722/k2222w572","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 23","1981, ID:419","","https://opencontext.org/subjects/171aa8d2-bc5f-4d17-f3b0-5a49dd4e3db2","43.15274688945958","11.402144748347341","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19810207bwjpg.jpg","2012-12-28T00:00:00Z","2024-01-31T06:28:30Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","pins (fasteners)","","","","https://vocab.getty.edu/aat/300036423","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Fastener::Pin","false","Bronze Pin Head","Max. Pres. Length 0.0044 m, Max. Pres. Diameter of head 0.0037 m","Preserves head and beginning of shaft. Surface flaking. Uneven green patina.","Bronze pin has globular head attached to shaft.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC1981020700 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1981020700 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC1981020700</a> </p>             </div>","C","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>210.48</td>     <td>-49.343</td>     <td></td>     <td></td> </tr></tbody></table>"
"PC 20080113","http://opencontext.org/subjects/da003ebe-99f1-4320-af0f-88bbb913f96f","https://n2t.net/ark:/28722/k2f47zk3b","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro South Flank","Tesoro South Flank 4","2008, ID:602","Locus 12","https://opencontext.org/subjects/3a03d66c-f27e-4813-89b6-e08784e47a4f","43.1529211945502","11.401251909765344","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-20080113jpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T02:26:17Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","pendants (jewelry)","","","","https://vocab.getty.edu/aat/300046002","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Costume, Accessories::Pendant","false","Bronze Pendant","Max. Pres. Length 0.018 m, Max. Pres. Width 0.009 m, Max. Pres. Thickness 0.009 m","Surface is worn, slightly encrusted, and discolored due to oxidation.","Bronze pendant preserves an intact attachment ring which is approximately 0.009 m in diameter and 0.003 m in thickness. The body of the pendant tapers outwards from the attachment ring and then curves back inwards, forming a rounded droplet shape.","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2008011300 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2008011300 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2008011300</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>136.64</td>     <td>-35.30</td>     <td></td>     <td>127.75</td> </tr></tbody></table>"
"PC 20050023","http://opencontext.org/subjects/32474ed9-e658-42fc-b089-72d364694624","https://n2t.net/ark:/28722/k2sb41x45","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 30G","2005, ID:554","Locus 2","https://opencontext.org/subjects/e3e1a438-7afb-46f4-910a-90be9c7635a3","43.15277171157714","11.401736705767304","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-20050023rchjpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T22:39:52Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","rods (object genre)","","","","https://vocab.getty.edu/aat/300014669","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Shaped Object::Bar / Rod / Shaft","false","Iron Shaft","Max. Pres. Length 0.067 m, Max. Pres. Thickness 0.008 m","All surfaces are highly irregular and mottled in color due to corrosion and oxidation.  Heavily encrusted.","An iron shaft that comes to a dull tip at both ends is square in cross-section.  There are a number of irregular ridges and nodules along all surfaces.","Iron","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2005002300 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2005002300 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2005002300</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>177.18</td>     <td>-49.0</td>     <td></td>     <td>27.73</td> </tr></tbody></table>"
"PC 20080115","http://opencontext.org/subjects/515c97b6-9da1-4d7e-afb7-4b19169e3089","https://n2t.net/ark:/28722/k2697kq0p","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro South Flank","Tesoro South Flank 4","2008, ID:602","Locus 12","https://opencontext.org/subjects/3a03d66c-f27e-4813-89b6-e08784e47a4f","43.152926592197566","11.401260717680032","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-20080115jpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T21:34:53Z","bronze (metal)","https://vocab.getty.edu/aat/300010957","","","pendants (jewelry)","","","","https://vocab.getty.edu/aat/300046002","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Bronze","Costume, Accessories::Pendant","true","Bronze Pendants and Bronze Link Fragments","","Pendant A: Surface is worn, pitted, encrusted, and discolored due to corrosion and oxidation.  Pendant B: Surface is worn, highly encrusted, and discolored due to corrosion and oxidation.  Pendant C: Surface is worn, pitted, highly encrusted, and discolored due to corrosion and oxidation.  Bronze Link Fragment A: Surface is highly worn, corroded, and discolored due to oxidation. Fragment is broken on two ends.  Bronze Link Fragment B: Surface is worn, encrusted, and discolored due to oxidation and corrosion. Fragment is broken on two ends.  Bronze Link Fragment C:  Surface is worn, encrusted, and discolored due to oxidation and corrosion. Fragment is broken on two ends.  The six supplemental bronze link fragments are all worn, encrusted, and discolored due to oxidation.","","Bronze","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2008011500 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2008011500 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2008011500</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>137.31</td>     <td>-34.65</td>     <td></td>     <td>27.69</td> </tr></tbody></table>"
"PC 20110019","http://opencontext.org/subjects/ace7b1a6-b5de-4767-f83f-c5c1ee0ecdc6","https://n2t.net/ark:/28722/k20k2bc47","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Civitate B","Civitate B 39","2011, ID:638","Locus 5","https://opencontext.org/subjects/e92a01a6-542f-4a86-b6ad-931ca784438e","43.152384512434665","11.39894175650189","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://iiif.archive.org/iiif/opencontext-24-20110019jpg/full/150,/0/default.jpg","2012-12-28T00:00:00Z","2024-01-31T18:27:17Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","fibulae","","","","https://vocab.getty.edu/aat/300209303","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Costume, Accessories::Fibula","true","Iron Fibula Arc Fragment","Max. Pres. Length 0.028 m, Max. Pres. Width 0.010 m, Max. Pres. Thickness 0.0055 m","Surfaces are heavily worn, rough, pitted, and distorted in color due to corrosion and oxidation.","Fragment preserves the entire arc of a leech type fibula, slightly irregular in its arch.  The convex upper surface has a central, dorsal ridge, and the lower surface is flatter and more regular.  The edges are very bumpy and corroded.","Iron","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2011001900 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2011001900 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2011001900</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>-46.37</td>     <td>-108.38</td>     <td></td>     <td>30.11</td> </tr></tbody></table>"
"PC 20070243","http://opencontext.org/subjects/276b305d-32a8-40a9-b0ce-57f10ac075c7","https://n2t.net/ark:/28722/k2sq8vg71","Murlo","https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f","Europe","Italy","Poggio Civitate","Tesoro","Tesoro 46","2007, ID:585","Locus 7","https://opencontext.org/subjects/a0196851-7900-4446-8273-038d36c50adc","43.15275296499005","11.401885481124156","-700","-535","Object","https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg","https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20070243jpg.jpg","2012-12-28T00:00:00Z","2024-01-30T23:38:56Z","iron (metal)","https://vocab.getty.edu/aat/300011002","","","tacks","","","","https://vocab.getty.edu/aat/300036430","Anthony Tuck","http://opencontext.org/persons/61d87033-881e-48b9-ff27-27337bbcdaa0","Iron","Fastener::Tack","false","Iron Tack","Max. Pres. Length 0.017 m, Max. Pres. Diameter of head 0.070 m, Max. Pres. Thickness of shaft 0.002 m","All surfaces are heavily pitted, worn, abraded, and encrusted due to corrosion and oxidation.","An iron nail or tack preserves a slightly flattened, quadrilateral head that tapers in to a squared, curved shaft.","Iron","<div xmlns= http://www.w3.org/1999/xhtml >               <p id= link-PC2007024300 >The Poggio Civitate Excavation Project website originally included this object at this address: <br/> <a href= http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2007024300 >http://www.poggiocivitate.org/catalog/viewartifactcatalog.asp?fid=PC2007024300</a> </p>             </div>","","<table class= table table-condensed >     <thead>       <tr>         <th>EW (x)</th>         <th>NS (y)</th>         <th>Depth (z)</th>         <th>Elev. (z)</th>       </tr>     </thead><tbody><tr>    <td>189.4</td>     <td>-50.2</td>     <td></td>     <td>27.0</td> </tr></tbody></table>"
